City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
306,Bone,DE,2020-10-27 23:18:33,51.97,12.14,48.99,79,91,5.99
307,Mutata,CO,2020-10-27 23:18:34,7.24,-76.44,77.67,84,87,1.66
308,Maltahohe,NA,2020-10-27 23:18:34,-24.83,16.98,68.05,23,34,9.98
309,Malakal,SS,2020-10-27 23:18:34,9.53,31.66,75.6,79,4,4.0
310,Requena,ES,2020-10-27 23:18:34,39.49,-1.1,48.99,65,44,7.58
311,Clyde River,CA,2020-10-27 23:18:34,70.47,-68.59,12.2,66,20,6.93
312,Cordele,US,2020-10-27 23:15:37,31.96,-83.78,77.0,83,90,4.7
313,Pangoa,PE,2020-10-27 23:18:36,-12.12,-73.0,71.8,94,100,0.63
314,Goderich,CA,2020-10-27 23:15:03,43.75,-81.72,44.01,80,100,10.4
315,Male,MV,2020-10-27 23:18:36,4.17,73.51,82.17,77,34,11.63
316,Okhotsk,RU,2020-10-27 23:18:36,59.38,143.3,28.54,83,0,8.52
317,Ferme-Neuve,CA,2020-10-27 23:18:36,46.7,-75.45,25.92,95,80,3.36
318,Kaitong,CN,2020-10-27 23:18:37,44.81,123.15,30.2,75,0,9.53
319,Moron,AR,2020-10-27 23:18:30,-34.65,-58.62,64.99,61,0,5.01
320,Puerto Colombia,CO,2020-10-27 23:18:37,10.99,-74.95,84.2,74,40,11.41
321,Sajanan,TN,2020-10-27 23:18:37,37.06,9.24,59.0,82,40,8.05
322,Flin Flon,CA,2020-10-27 23:18:37,54.77,-101.86,28.4,79,90,3.36
323,Pochutla,MX,2020-10-27 23:18:37,15.74,-96.47,80.6,78,40,1.83
324,Husavik,IS,2020-10-27 23:17:55,66.04,-17.34,37.4,59,90,3.36
325,Kununurra,AU,2020-10-27 23:17:13,-15.77,128.73,82.4,78,99,3.36
326,Jackson,US,2020-10-27 23:14:39,42.42,-122.83,71.01,18,1,1.19
327,Pokhara,NP,2020-10-27 23:18:38,28.23,83.98,62.42,31,0,4.68
328,Changying,CN,2020-10-27 23:18:38,52.87,123.32,17.71,96,100,8.61
329,Sedhiou,SN,2020-10-27 23:18:38,12.71,-15.56,76.39,56,0,3.0
330,Fayaoue,NC,2020-10-27 23:18:39,-20.65,166.53,76.21,77,78,16.46
331,Tura,IN,2020-10-27 23:16:25,25.52,90.22,67.95,88,0,4.12
332,Sojat,IN,2020-10-27 23:18:39,25.92,73.67,68.41,24,0,4.23
333,Amarillo,US,2020-10-27 23:16:27,35.22,-101.83,27.0,92,90,14.99
334,Salinopolis,BR,2020-10-27 23:18:39,-0.61,-47.36,80.56,83,62,12.33
335,Ayan,RU,2020-10-27 23:18:39,56.45,138.17,33.85,90,99,9.55
336,Polis,CY,2020-10-27 23:18:40,35.04,32.43,71.6,73,40,6.93
337,Mount Gambier,AU,2020-10-27 23:18:29,-37.83,140.77,55.4,82,16,9.17
338,San Rafael,AR,2020-10-27 23:18:40,-34.62,-68.33,69.62,24,1,11.36
339,Xuddur,SO,2020-10-27 23:18:40,4.12,43.89,72.52,86,80,14.72
340,Kawalu,ID,2020-10-27 23:18:40,-7.38,108.21,72.82,93,99,1.77
341,Coquimbo,CL,2020-10-27 23:18:40,-29.95,-71.34,59.0,67,0,12.75
342,Chiredzi,ZW,2020-10-27 23:18:41,-21.05,31.67,72.28,52,0,5.97
343,Sitka,US,2020-10-27 23:18:41,57.05,-135.33,46.4,81,90,6.93
344,Holden,US,2020-10-27 23:18:41,42.35,-71.86,48.0,65,75,4.7
345,Hofn,IS,2020-10-27 23:18:41,64.25,-15.21,37.49,80,100,20.22
346,Oistins,BB,2020-10-27 23:18:42,13.07,-59.53,80.6,88,20,11.41
347,Ponta Delgada,PT,2020-10-27 23:18:42,37.73,-25.67,64.4,63,75,4.7
348,San Jose,US,2020-10-27 23:15:22,37.34,-121.89,78.8,11,1,18.34
349,Kupang,ID,2020-10-27 23:18:42,-10.17,123.58,82.87,71,16,5.66
350,Cooma,AU,2020-10-27 23:18:42,-36.23,149.13,50.0,87,90,1.12
351,Pulandian,CN,2020-10-27 23:17:44,39.4,121.97,41.0,80,0,4.47
352,Broome,US,2020-10-27 23:18:43,42.25,-75.83,46.99,75,90,4.38
353,Leshukonskoye,RU,2020-10-27 23:18:43,64.9,45.76,39.31,97,100,9.82
354,Springbok,ZA,2020-10-27 23:18:43,-29.66,17.89,48.6,80,25,2.46
355,Quartucciu,IT,2020-10-27 23:18:43,39.25,9.18,53.6,93,20,3.36
356,Amguri,IN,2020-10-27 23:18:43,26.8,94.53,69.66,94,0,1.32
357,Labytnangi,RU,2020-10-27 23:18:44,66.66,66.42,5.56,94,98,2.64
358,Romny,UA,2020-10-27 23:18:44,50.75,33.47,46.62,64,0,9.08
359,Yerbogachen,RU,2020-10-27 23:18:44,61.28,108.01,17.06,97,80,4.45
360,Salalah,OM,2020-10-27 23:18:44,17.02,54.09,77.0,73,20,2.24
361,Bhawanipatna,IN,2020-10-27 23:18:44,19.9,83.17,65.89,72,0,0.78
362,Pouembout,NC,2020-10-27 23:18:45,-21.13,164.9,81.88,54,74,5.46
363,Cap Malheureux,MU,2020-10-27 23:18:45,-19.98,57.61,70.0,80,0,3.0
364,Esso,RU,2020-10-27 23:18:45,55.93,158.7,30.65,94,35,1.99
365,Adela,PH,2020-10-27 23:18:45,12.44,120.97,80.47,84,100,5.66
366,Carbonia,IT,2020-10-27 23:18:45,39.17,8.52,53.6,93,20,3.36
367,Bubaque,GW,2020-10-27 23:18:07,11.28,-15.83,82.53,81,52,11.01
368,Baturaja,ID,2020-10-27 23:18:46,-4.13,104.17,73.04,90,94,1.61
369,Eenhana,NA,2020-10-27 23:18:46,-17.47,16.33,86.0,19,90,3.36
370,Sikasso,ML,2020-10-27 23:18:46,10.92,-7.0,76.78,43,45,2.71
371,Burnie,AU,2020-10-27 23:18:46,-41.07,145.92,57.0,56,99,11.01
372,Tilichiki,RU,2020-10-27 23:18:46,60.47,166.1,24.42,91,70,10.13
373,Saint-Pierre,RE,2020-10-27 23:17:19,-21.34,55.48,71.6,64,0,4.7
374,Cedartown,US,2020-10-27 23:18:21,34.05,-85.25,70.0,92,32,3.49
375,Half Moon Bay,US,2020-10-27 23:15:11,37.46,-122.43,77.0,24,5,4.7
376,Severodvinsk,RU,2020-10-27 23:18:47,64.56,39.83,42.8,100,90,6.71
377,Los Llanos De Aridane,ES,2020-10-27 23:18:47,28.66,-17.92,69.8,73,90,10.29
378,Fairbanks,US,2020-10-27 23:17:39,64.84,-147.72,30.2,80,75,6.93
379,Benjamin Aceval,PY,2020-10-27 23:18:47,-24.97,-57.57,84.2,37,0,2.24
380,Santa Rosalia,MX,2020-10-27 23:18:48,27.32,-112.28,69.57,37,0,20.58
381,Wageningen,NL,2020-10-27 23:18:48,51.97,5.67,53.01,84,100,15.79
382,Noumea,NC,2020-10-27 23:18:48,-22.28,166.46,84.2,39,0,5.82
383,Takoradi,GH,2020-10-27 23:18:48,4.88,-1.76,78.19,87,100,8.16
384,Salvador,SV,2020-10-27 23:17:56,13.83,-88.92,80.6,88,75,3.36
385,Mwinilunga,ZM,2020-10-27 23:18:49,-11.74,24.43,64.44,85,42,0.6
386,Ajuchitlan,MX,2020-10-27 23:18:49,20.72,-100.02,80.6,21,40,10.29
387,Kloulklubed,PW,2020-10-27 23:18:49,7.04,134.26,80.6,88,75,3.13
388,Ahipara,NZ,2020-10-27 23:17:17,-35.17,173.17,70.12,59,56,2.44
389,El Alto,PE,2020-10-27 23:18:50,-4.27,-81.21,65.55,84,8,18.34
390,Armilla,ES,2020-10-27 23:18:50,37.14,-3.62,46.99,81,0,2.21
391,Yima,CN,2020-10-27 23:18:50,34.74,111.88,55.0,99,100,6.11
392,Faya,SA,2020-10-27 23:18:50,18.39,42.45,59.0,24,0,5.12
393,Aitape,PG,2020-10-27 23:18:50,-3.14,142.35,82.56,74,97,3.31
394,Mulege,MX,2020-10-27 23:18:51,26.88,-111.98,71.67,37,0,20.96
395,Esperance,AU,2020-10-27 23:16:56,-33.87,121.9,55.4,100,79,5.82
396,Leninskoye,KZ,2020-10-27 23:18:51,41.76,69.39,42.8,48,20,4.7
397,Am Timan,TD,2020-10-27 23:17:41,11.03,20.28,78.82,44,46,3.15
398,Broken Hill,AU,2020-10-27 23:18:51,-31.95,141.43,57.2,71,0,11.41
399,Malpe,IN,2020-10-27 23:18:52,13.35,74.72,77.0,94,20,4.0
400,Tamahu,GT,2020-10-27 23:18:52,15.33,-90.17,68.58,93,82,0.98
401,Askarovo,RU,2020-10-27 23:18:52,53.34,58.51,23.0,79,33,6.71
402,Port Macquarie,AU,2020-10-27 23:18:52,-31.43,152.92,71.01,70,67,1.01
403,Berlevag,NO,2020-10-27 23:18:52,70.86,29.09,33.8,86,0,6.93
404,Kyren,RU,2020-10-27 23:18:53,51.68,102.14,32.85,84,31,2.84
405,Nicholasville,US,2020-10-27 23:14:43,37.88,-84.57,60.8,77,90,4.7
406,Corsicana,US,2020-10-27 23:18:53,32.1,-96.47,44.6,93,90,12.75
407,Zhaotong,CN,2020-10-27 23:18:53,27.32,103.72,47.66,90,100,4.99
408,Hamilton,US,2020-10-27 23:18:53,39.18,-84.53,52.0,87,90,4.07
409,Phetchaburi,TH,2020-10-27 23:18:53,12.97,99.58,72.07,91,100,2.8
410,Ambatondrazaka,MG,2020-10-27 23:18:54,-17.83,48.42,63.1,87,38,2.08
411,Shizunai,JP,2020-10-27 23:18:54,42.33,142.37,51.35,63,100,3.29
412,Cotonou,BJ,2020-10-27 23:18:54,6.37,2.42,80.6,88,40,10.29
413,Chebarkul,RU,2020-10-27 23:18:54,54.97,60.36,25.54,94,48,9.01
414,Yarada,IN,2020-10-27 23:18:55,17.65,83.27,80.8,60,99,7.76
415,Kanniyakumari,IN,2020-10-27 23:18:55,8.08,77.57,80.37,76,79,6.82
416,Provideniya,RU,2020-10-27 23:14:09,64.38,-173.3,32.0,96,90,8.95
417,Cedar Rapids,US,2020-10-27 23:14:32,42.01,-91.64,37.0,50,1,8.05
418,Vieksniai,LT,2020-10-27 23:18:56,56.23,22.52,48.0,90,100,5.99
419,Svetlyy,RU,2020-10-27 23:18:56,54.67,20.13,48.2,93,75,8.95
420,Kirzhach,RU,2020-10-27 23:18:56,56.15,38.87,42.42,89,71,9.57
421,Merauke,ID,2020-10-27 23:18:56,-8.47,140.33,79.57,74,100,12.06
422,Flinders,AU,2020-10-27 23:18:56,-34.58,150.86,64.0,86,81,1.01
423,Nuuk,GL,2020-10-27 23:18:57,64.18,-51.72,24.8,79,0,6.93
424,Temascalcingo,MX,2020-10-27 23:18:57,19.92,-100.0,68.34,38,47,6.55
425,Andijon,UZ,2020-10-27 23:18:10,40.78,72.34,57.0,74,100,4.0
426,Maiduguri,NG,2020-10-27 23:18:57,11.85,13.16,78.75,18,2,7.47
427,Talakan,RU,2020-10-27 23:18:58,50.32,130.37,33.51,91,61,2.66
428,Phuket,TH,2020-10-27 23:15:25,8.0,98.25,84.99,88,40,8.05
429,Samarai,PG,2020-10-27 23:18:58,-10.62,150.67,82.45,81,20,8.77
430,Mahon,ES,2020-10-27 23:18:58,39.89,4.27,55.4,76,10,4.7
431,Shitanjing,CN,2020-10-27 23:18:58,39.23,106.34,38.95,58,100,4.18
432,Rovaniemi,FI,2020-10-27 23:18:58,66.5,25.72,37.4,100,90,8.05
433,Asfi,MA,2020-10-27 23:18:59,32.3,-9.24,62.85,68,0,17.69
434,Shubarkuduk,KZ,2020-10-27 23:18:59,49.14,56.49,30.11,93,0,6.46
435,Gualeguay,AR,2020-10-27 23:18:59,-33.14,-59.31,58.46,70,0,7.09
436,Laguna,US,2020-10-27 23:18:59,38.42,-121.42,75.99,18,1,3.36
437,San Cristobal,VE,2020-10-27 23:18:59,7.77,-72.22,86.0,62,40,10.29
438,Jumla,NP,2020-10-27 23:19:00,29.27,82.18,42.19,51,0,4.92
439,Bam,IR,2020-10-27 23:19:00,29.11,58.36,60.67,27,0,9.1
440,Safaga,EG,2020-10-27 23:19:00,26.73,33.94,77.0,73,0,6.93
441,Mabaruma,GY,2020-10-27 23:19:00,8.2,-59.78,75.54,92,13,2.73
442,Fujin,CN,2020-10-27 23:19:00,47.26,132.03,35.98,82,59,5.88
443,Mehran,IR,2020-10-27 23:19:01,33.12,46.16,53.6,25,0,4.7
444,Sabha,LY,2020-10-27 23:19:01,27.04,14.43,72.32,22,0,9.04
445,Pitkyaranta,RU,2020-10-27 23:19:01,61.57,31.48,49.8,90,100,17.94
446,Caluquembe,AO,2020-10-27 23:19:01,-13.78,14.68,61.75,89,15,7.63
447,Qasigiannguit,GL,2020-10-27 23:18:36,68.82,-51.19,17.6,61,66,2.21
448,Maniitsoq,GL,2020-10-27 23:19:02,65.42,-52.9,20.93,87,8,7.27
449,Chimoio,MZ,2020-10-27 23:19:02,-19.12,33.48,66.2,100,0,4.7
450,Chunhuhub,MX,2020-10-27 23:19:02,19.55,-88.68,78.62,93,99,0.02
451,Dawlatabad,AF,2020-10-27 23:19:02,36.41,64.91,47.01,51,65,5.14
452,Komsomolskiy,UZ,2020-10-27 23:19:02,40.43,71.72,50.0,57,98,4.59
453,Bhunya,SZ,2020-10-27 23:19:02,-26.55,31.02,64.33,71,38,3.56
454,Cognac,FR,2020-10-27 23:19:03,45.5,-0.25,57.2,100,90,9.17
455,Dubbo,AU,2020-10-27 23:19:03,-32.25,148.62,62.6,72,90,11.41
456,Yamoussoukro,CI,2020-10-27 23:19:03,6.82,-5.28,77.0,94,98,2.84
457,Mount Isa,AU,2020-10-27 23:19:03,-20.73,139.5,75.2,13,0,13.87
458,Riyadh,SA,2020-10-27 23:19:03,24.69,46.72,66.2,37,0,3.6
459,Sohag,EG,2020-10-27 23:19:03,26.56,31.69,75.2,53,0,9.17
460,Rawson,AR,2020-10-27 23:19:04,-43.3,-65.1,61.75,30,81,16.89
461,Nioki,CD,2020-10-27 23:19:04,-2.72,17.68,72.61,95,98,3.47
462,Carutapera,BR,2020-10-27 23:16:49,-1.2,-46.02,78.04,82,86,6.58
463,Bud,US,2020-10-27 23:18:17,39.45,-86.18,46.4,93,90,4.16
464,Antalaha,MG,2020-10-27 23:19:04,-14.9,50.28,70.5,85,11,5.28
465,Suntar,RU,2020-10-27 23:19:04,62.14,117.63,16.02,90,100,3.62
466,Derzhavinsk,KZ,2020-10-27 23:19:05,51.1,66.32,27.12,96,100,16.73
467,Zyryanka,RU,2020-10-27 23:18:11,65.75,150.85,9.63,91,31,3.94
468,Grandview,US,2020-10-27 23:19:05,38.89,-94.53,33.01,95,90,5.82
469,Port Lincoln,AU,2020-10-27 23:19:05,-34.73,135.87,60.85,67,0,7.34
470,Bagdarin,RU,2020-10-27 23:19:05,54.43,113.6,14.85,85,53,1.83
471,Nizhniy Baskunchak,RU,2020-10-27 23:19:05,48.22,46.83,38.61,66,99,11.83
472,Madang,PG,2020-10-27 23:18:40,-5.22,145.8,85.66,66,100,1.7
473,San Ramon,US,2020-10-27 23:19:06,37.78,-121.98,78.01,11,1,8.05
474,Aden,YE,2020-10-27 23:14:51,12.78,45.04,81.18,63,0,10.45
475,Santa Helena De Goias,BR,2020-10-27 23:19:06,-17.81,-50.6,78.44,73,25,2.44
476,Saint-Augustin,CA,2020-10-27 23:19:07,51.23,-58.65,31.75,89,83,3.96
477,La Grande,US,2020-10-27 23:16:40,45.32,-118.09,59.0,35,1,1.32
478,Ninghai,CN,2020-10-27 23:19:07,29.29,121.42,63.0,96,21,1.01
479,Chuhar Kana,PK,2020-10-27 23:19:07,31.75,73.8,64.4,68,0,1.99
480,Verkh-Chebula,RU,2020-10-27 23:19:08,56.03,87.62,44.96,71,100,16.17
481,Kaabong,UG,2020-10-27 23:19:08,3.48,34.15,68.07,66,2,13.27
482,Lorengau,PG,2020-10-27 23:16:35,-2.02,147.27,85.23,65,94,2.71
483,The Valley,AI,2020-10-27 23:19:08,18.22,-63.06,81.0,78,75,13.87
484,Changzhou,CN,2020-10-27 23:19:08,31.78,119.97,64.0,82,100,5.77
485,Bol,TD,2020-10-27 23:19:08,13.46,14.71,83.17,38,16,13.4
486,Sibut,CF,2020-10-27 23:19:09,5.72,19.07,71.65,93,84,1.12
487,Torbay,CA,2020-10-27 23:19:09,47.67,-52.73,39.2,100,90,12.75
488,Caravelas,BR,2020-10-27 23:19:09,-17.71,-39.25,77.04,90,79,9.69
489,Camocim,BR,2020-10-27 23:19:09,-2.9,-40.84,78.89,81,81,13.11
490,Scarborough,GB,2020-10-27 23:19:09,54.28,-0.4,46.0,86,36,4.0
491,Salta,AR,2020-10-27 23:15:17,-24.79,-65.41,77.0,38,20,8.05
492,Iberia,US,2020-10-27 23:19:10,29.95,-91.75,80.6,83,90,8.05
493,Meulaboh,ID,2020-10-27 23:16:08,4.14,96.13,75.06,88,61,4.12
494,Alasehir,TR,2020-10-27 23:19:10,38.35,28.52,60.46,70,0,3.04
495,Visnes,NO,2020-10-27 23:19:11,59.36,5.22,50.0,93,33,11.41
496,Leh,IN,2020-10-27 23:19:11,34.17,77.58,28.65,67,0,0.49
497,Port Hardy,CA,2020-10-27 23:19:11,50.7,-127.42,48.2,93,90,5.82
498,Valparaiso,CL,2020-10-27 23:17:12,-33.04,-71.63,60.8,63,0,11.41
499,Nisia Floresta,BR,2020-10-27 23:19:12,-6.09,-35.21,80.6,78,20,10.29
500,Jyvaskyla,FI,2020-10-27 23:19:12,62.24,25.72,46.99,100,75,3.36
501,Kingsport,US,2020-10-27 23:17:39,36.55,-82.56,69.8,60,40,5.82
502,Grand-Lahou,CI,2020-10-27 23:19:12,5.14,-5.02,78.03,89,94,8.39
503,Airai,TL,2020-10-27 23:19:13,-8.93,125.41,67.17,82,21,1.97
504,Whitehorse,CA,2020-10-27 23:18:50,60.72,-135.05,32.0,80,75,2.24
505,Texarkana,US,2020-10-27 23:19:13,33.43,-94.05,53.6,87,90,4.7
506,Sulangan,PH,2020-10-27 23:19:13,11.14,123.72,83.16,71,74,2.68
507,Hambantota,LK,2020-10-27 23:19:13,6.12,81.12,78.13,82,69,6.35
508,Tocache,PE,2020-10-27 23:19:13,-8.18,-76.51,80.62,68,85,0.89
509,Toora-Khem,RU,2020-10-27 23:19:14,52.47,96.11,26.06,93,15,1.92
510,Nicoya,CR,2020-10-27 23:15:02,10.15,-85.45,80.6,88,75,8.05
511,Altamirano,MX,2020-10-27 23:19:14,16.88,-92.15,65.21,94,91,1.74
512,Shalyhyne,UA,2020-10-27 23:19:14,51.57,34.12,46.45,68,30,9.91
513,Gat,IL,2020-10-27 23:16:18,31.61,34.76,75.99,100,59,4.0
514,Turayf,SA,2020-10-27 23:18:50,31.67,38.66,69.8,21,0,16.11
515,Tambacounda,SN,2020-10-27 23:19:15,13.75,-13.76,77.0,78,0,2.24
516,Ihosy,MG,2020-10-27 23:19:15,-22.4,46.12,65.44,81,19,9.44
517,Ibra,OM,2020-10-27 23:19:15,22.69,58.53,62.01,82,3,2.35
518,Ewa Beach,US,2020-10-27 23:19:16,21.32,-158.01,82.4,69,40,3.36
519,Bougouni,ML,2020-10-27 23:19:16,11.42,-7.48,75.09,34,71,1.99
520,Panchagarh,BD,2020-10-27 23:19:16,26.33,88.56,69.39,84,0,3.8
521,Huangchuan,CN,2020-10-27 23:19:16,32.13,115.04,60.87,57,100,9.31
522,Viransehir,TR,2020-10-27 23:19:17,37.24,39.76,64.96,27,5,3.98
523,Ashland,US,2020-10-27 23:18:31,40.82,-82.27,42.8,100,90,6.93
524,Hazorasp,UZ,2020-10-27 23:19:17,41.32,61.07,32.0,83,0,4.7
525,Breves,BR,2020-10-27 23:19:17,-1.68,-50.48,77.31,87,93,3.29
526,Raudeberg,NO,2020-10-27 23:19:17,61.99,5.14,48.0,76,91,9.8
527,Ola,RU,2020-10-27 23:19:18,59.58,151.28,31.55,82,0,6.38
528,Chara,RU,2020-10-27 23:19:18,56.91,118.26,-1.8,84,6,0.83
529,Lasa,IT,2020-10-27 23:18:39,46.62,10.7,42.8,100,0,1.12
530,Port Augusta,AU,2020-10-27 23:15:34,-32.5,137.77,60.8,77,0,5.82
531,Yumen,CN,2020-10-27 23:19:18,40.28,97.2,35.28,78,82,7.61
532,Gao,ML,2020-10-27 23:19:18,16.64,1.64,81.12,15,0,9.01
533,Pak Phanang,TH,2020-10-27 23:19:19,8.35,100.2,77.5,82,100,5.01
534,Montrose,US,2020-10-27 23:19:19,38.42,-108.27,32.0,68,0,1.01
535,Deer Lake,CA,2020-10-27 23:14:24,49.17,-57.43,33.8,92,90,4.7
536,Melilla,ES,2020-10-27 23:19:19,35.29,-2.94,60.8,51,1,2.24
537,Petropavlovsk-Kamchatskiy,RU,2020-10-27 23:14:57,53.05,158.65,37.4,93,40,2.24
538,Fare,PF,2020-10-27 23:19:00,-16.7,-151.02,80.33,81,90,19.73
539,Kaka,TM,2020-10-27 23:19:20,37.35,59.61,47.52,61,0,3.42
540,Spring Valley,US,2020-10-27 23:15:41,36.11,-115.25,69.8,9,20,13.87
541,Shestakovo,RU,2020-10-27 23:19:21,56.49,103.96,31.1,97,99,3.33
542,Urumqi,CN,2020-10-27 23:19:21,43.8,87.6,39.2,44,0,6.71
543,Belaya Gora,RU,2020-10-27 23:19:21,68.53,146.42,7.34,93,98,5.5
544,Kieta,PG,2020-10-27 23:17:31,-6.22,155.63,86.67,62,18,1.39
545,Coahuayana,MX,2020-10-27 23:19:21,18.73,-103.68,82.4,74,75,13.87
546,Pingliang,CN,2020-10-27 23:19:22,35.54,106.69,28.99,83,98,1.99
547,Akhisar,TR,2020-10-27 23:19:22,38.92,27.84,59.95,67,0,1.28
548,Tiksi,RU,2020-10-27 23:19:22,71.69,128.87,-2.24,90,32,12.21
549,Palampur,IN,2020-10-27 23:19:22,32.12,76.53,54.77,37,0,5.32
550,Myitkyina,MM,2020-10-27 23:19:22,25.38,97.4,69.84,85,0,2.48
551,Grindsted,DK,2020-10-27 23:19:23,55.75,8.91,50.0,93,100,11.41
552,Damoh,IN,2020-10-27 23:19:23,23.83,79.45,67.69,50,0,1.07
553,Luau,AO,2020-10-27 23:19:23,-10.71,22.22,67.1,94,100,1.99
554,Almaznyy,RU,2020-10-27 23:19:23,48.04,40.05,48.2,66,20,24.61
555,Waipawa,NZ,2020-10-27 23:16:48,-41.41,175.52,59.0,62,100,9.17
556,Norman,US,2020-10-27 23:18:07,35.22,-97.44,32.0,99,90,4.7
557,Mokhsogollokh,RU,2020-10-27 23:19:24,61.47,128.92,7.63,94,100,3.38
558,Kirakira,SB,2020-10-27 23:19:24,-10.45,161.92,85.66,70,45,7.74
559,Barreirinha,BR,2020-10-27 23:19:24,-2.79,-57.07,84.54,63,77,1.66
